"eventID","measurementType","measurementTypeID","measurementValue","measurementUnit","measurementUnitID","measurementRemarks"
"VK826_20090923_SJ09GOM120","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM121","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM121","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","2","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090923_SJ09GOM121","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"VK826_20090923_SJ09GOM122","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"VK826_20090923_SJ09GOM122","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"VK826_20090923_SJ09GOM122","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","9","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC885_20101016_RB10D527PC03","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC885_20101016_RB10D527PC03","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC885_20101016_RB10D527PC03","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC885_20101016_RB10D527PC03","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","2.809589998","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"MC885_20101016_RB10D527PC03","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","96.03222681","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"MC885_20101016_RB10D527PC03","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","1.158183195","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"GC249_20101023_RB10D533PC01","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"GC249_20101023_RB10D533PC01","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"GC249_20101023_RB10D533PC01","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"GC249_20101023_RB10D533PC01","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","3.574787106","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"GC249_20101023_RB10D533PC01","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","96.38994828","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"GC249_20101023_RB10D533PC01","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","0.035264615","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"MC118_20130625_NA028047PC4","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC118_20130625_NA028047PC4","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC118_20130625_NA028047PC4","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","4","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC118_20130625_NA028047PC4","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","5.587222084","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"MC118_20130625_NA028047PC4","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","81.05298669","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"MC118_20130625_NA028047PC4","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","13.35979123","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"MC118_20130625_NA028052PC6","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC118_20130625_NA028052PC6","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC118_20130625_NA028052PC6","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","7.5","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC118_20130625_NA028052PC6","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","12.80115142","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"MC118_20130625_NA028052PC6","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","62.73006435","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"MC118_20130625_NA028052PC6","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","24.46878423","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"AT357_20130627_NA028087PC3","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130627_NA028087PC3","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130627_NA028087PC3","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130627_NA028087PC3","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","15.64876914","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"AT357_20130627_NA028087PC3","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","77.8177522","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"AT357_20130627_NA028087PC3","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","6.533478663","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"AT357_20130629_NA028107PC3","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20130629_NA028107PC3","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20130629_NA028107PC3","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20130629_NA028107PC3","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","13.91563698","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"AT357_20130629_NA028107PC3","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","69.17922299","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"AT357_20130629_NA028107PC3","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","16.90514002","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"MC885_20140501_AT26144705044","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC885_20140501_AT26144705044","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC885_20140501_AT26144705044","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC885_20140501_AT26144705044","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","4.813931653","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"MC885_20140501_AT26144705044","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","85.35796488","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"MC885_20140501_AT26144705044","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","9.828103462","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"MC885_20140501_AT26144705045","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"MC885_20140501_AT26144705045","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"MC885_20140501_AT26144705045","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"MC885_20140501_AT26144705045","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","2.320821898","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"MC885_20140501_AT26144705045","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","96.73034705","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"MC885_20140501_AT26144705045","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","0.94883105","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"AT357_20140504_AT26144706053","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20140504_AT26144706053","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20140504_AT26144706053","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20140504_AT26144706053","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","0.995222163","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"AT357_20140504_AT26144706053","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","98.74816422","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"AT357_20140504_AT26144706053","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","0.256613617","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
"AT357_20140504_AT26144706054","Thickness (transverse) of core","http://vocab.nerc.ac.uk/collection/P01/current/COREWDTH/","6.35","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: CoreDiameter"
"AT357_20140504_AT26144706054","Depth (spatial coordinate) minimum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MINCDIST/","0","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: lower value of ""Fraction"
"AT357_20140504_AT26144706054","Depth (spatial coordinate) maximum relative to bed surface in the bed","http://vocab.nerc.ac.uk/collection/P01/current/MAXCDIST/","10","Centimetres","http://vocab.nerc.ac.uk/collection/P06/current/ULCM/","Verbatim Label: upper value of ""Fraction"
"AT357_20140504_AT26144706054","Proportion by dry weight of particles (63-2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRPCL048/","21.31670357","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Sand"
"AT357_20140504_AT26144706054","Proportion by dry weight of particles (<63um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0249/","44.8851836","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Mud"
"AT357_20140504_AT26144706054","Proportion by dry weight of particles (>2000um) in the sediment","http://vocab.nerc.ac.uk/collection/P01/current/PRSD0274/","33.79811283","Percent","http://vocab.nerc.ac.uk/collection/P06/current/UPCT/","Verbatim Label: Gravel"
